Id,Target
021147_003,2
037070_003,2
022947_006,5
022121_001,0
031072_007,6
009455_002,1
026094_002,1
015996_007,6
035535_009,8
025121_001,0
035789_003,2
038705_008,7
000599_001,0
027707_003,2
009440_006,5
033198_001,0
035891_001,0
015112_009,8
015267_001,0
029785_009,8
019529_006,5
039018_001,0
023526_003,2
021778_007,6
026102_006,5
033820_006,5
012996_001,0
014690_007,6
021696_006,5
011310_002,1
035952_007,6
020098_001,0
024556_001,0
017302_001,0
021270_007,6
037899_005,4
007342_001,0
008993_006,5
029850_003,2
026151_001,0
008930_002,1
035696_009,8
003546_002,1
003114_004,3
018191_006,5
027479_001,0
003345_001,0
032906_001,0
039581_003,2
019080_007,6
029770_009,8
035022_001,0
012207_001,0
021593_002,1
034996_001,0
017832_001,0
018010_003,2
030492_002,1
035224_007,6
014918_005,4
035700_001,0
012393_008,7
030605_002,1
036492_009,8
033458_003,2
028924_007,6
008188_007,6
005178_009,8
026105_001,0
009852_004,3
009966_008,7
004605_001,0
028510_003,2
036253_003,2
038267_002,1
037802_006,5
012072_008,7
033013_001,0
035936_002,1
009196_004,3
039056_007,6
007828_007,6
006467_002,1
004509_001,0
003807_009,8
000855_004,3
029952_002,1
022917_005,4
020994_003,2
018635_007,6
001730_003,2
014248_002,1
012332_006,5
019881_006,5
037986_003,2
000306_002,1
037472_003,2
005200_005,4
037308_003,2
016706_003,2
033316_004,3
020303_006,5
020917_007,6
028287_002,1
025369_001,0
034876_001,0
002470_006,5
035119_005,4
021492_007,6
010239_005,4
006257_001,0
020984_002,1
005421_008,7
035624_002,1
035817_001,0
011480_001,0
009847_006,5
024640_006,5
012273_007,6
028349_005,4
015728_001,0
029131_006,5
021887_001,0
017024_006,5
010629_006,5
034450_009,8
021331_008,7
034899_005,4
022287_006,5
038068_006,5
011592_006,5
001934_008,7
011541_006,5
032814_007,6
022128_002,1
002842_009,8
010059_002,1
015058_002,1
000696_001,0
005524_002,1
035513_009,8
011068_007,6
019328_004,3
018858_001,0
025403_002,1
029405_009,8
014915_007,6
022724_002,1
003769_008,7
022273_006,5
008984_001,0
035959_002,1
007710_001,0
001970_001,0
025819_007,6
020441_005,4
032432_007,6
011741_006,5
027440_002,1
035851_007,6
011036_003,2
015813_003,2
019646_003,2
035032_004,3
035831_004,3
000425_006,5
003333_007,6
015482_008,7
029672_003,2
020941_006,5
019863_001,0
023557_001,0
037386_007,6
036916_003,2
012620_008,7
026530_007,6
016464_001,0
033265_001,0
033104_002,1
020779_009,8
029367_002,1
010866_004,3
021989_006,5
007569_009,8
018230_006,5
037781_007,6
017816_002,1
014151_001,0
004358_007,6
009012_009,8
012958_004,3
018223_001,0
002687_001,0
004843_006,5
014265_006,5
023658_001,0
007159_008,7
007567_002,1
005186_008,7
039247_001,0
029972_002,1
020214_001,0
019659_002,1
012066_003,2
012438_007,6
012377_008,7
006272_001,0
036134_009,8
011025_006,5
005623_004,3
020359_003,2
021064_008,7
037913_005,4
005698_006,5
032504_008,7
019313_002,1
011087_009,8
011111_007,6
025667_001,0
004641_001,0
027388_001,0
017376_008,7
015799_005,4
007149_006,5
023503_007,6
027306_009,8
029894_006,5
034043_006,5
022390_001,0
031205_006,5
037550_002,1
028616_001,0
006321_002,1
031365_001,0
007135_001,0
038777_006,5
019045_002,1
007422_007,6
007287_001,0
022432_001,0
030333_003,2
012111_001,0
009147_002,1
024787_002,1
006830_001,0
029306_002,1
018701_007,6
013781_002,1
009493_001,0
016277_001,0
022754_002,1
022369_001,0
032866_001,0
031060_009,8
014300_001,0
004537_009,8
023493_005,4
013605_009,8
017835_002,1
025893_007,6
023115_001,0
026898_004,3
001967_007,6
001462_005,4
003254_002,1
039321_009,8
024235_002,1
010084_005,4
008442_008,7
016766_003,2
009412_006,5
017720_003,2
005095_001,0
017783_001,0
020296_001,0
008843_005,4
025920_008,7
005847_002,1
013440_001,0
037769_001,0
027442_006,5
018080_001,0
008286_006,5
012249_005,4
029846_001,0
009054_009,8
033512_005,4
009816_003,2
034165_006,5
027133_003,2
003118_004,3
034274_002,1
029639_006,5
013549_006,5
030438_002,1
026789_008,7
012107_002,1
030058_006,5
001136_006,5
018924_006,5
010461_006,5
031640_002,1
012945_004,3
034225_002,1
011190_006,5
030012_002,1
029994_001,0
006285_001,0
026399_006,5
002673_001,0
014558_005,4
030462_002,1
026077_004,3
010730_007,6
035715_009,8
017319_005,4
017882_002,1
016870_003,2
026577_006,5
023416_007,6
020816_003,2
036700_004,3
008340_003,2
038019_009,8
038126_001,0
028080_001,0
009313_001,0
030113_002,1
025509_001,0
004151_001,0
000771_005,4
032860_006,5
014587_001,0
023245_001,0
017960_008,7
001227_008,7
033290_005,4
026290_005,4
034123_005,4
000384_003,2
013818_002,1
020938_002,1
038798_003,2
016065_007,6
038577_001,0
008118_003,2
010540_001,0
033589_002,1
029902_008,7
020786_008,7
018037_002,1
000658_006,5
006417_005,4
009801_001,0
024058_002,1
022366_006,5
013131_007,6
021577_008,7
024931_007,6
017199_005,4
027718_007,6
023841_001,0
032958_001,0
020060_002,1
028068_002,1
036632_002,1
004970_005,4
003310_007,6
012442_001,0
018949_006,5
008508_006,5
030070_006,5
025497_001,0
036036_008,7
037797_006,5
030258_002,1
017002_005,4
034980_002,1
018441_007,6
008849_001,0
007940_002,1
014592_005,4
002473_006,5
035864_005,4
014164_001,0
033440_009,8
004548_001,0
007604_002,1
035568_005,4
031046_006,5
026004_002,1
027015_002,1
024973_009,8
036232_009,8
009042_006,5
030864_005,4
012227_003,2
032302_002,1
016892_002,1
038127_002,1
002907_006,5
030057_001,0
011047_001,0
013903_008,7
031810_002,1
011231_001,0
038195_001,0
011856_006,5
025035_009,8
005772_005,4
032303_007,6
009730_005,4
004228_001,0
029465_001,0
038579_006,5
004324_001,0
029001_006,5
034676_001,0
032034_002,1
026546_001,0
011937_006,5
016563_007,6
015360_009,8
033629_006,5
010219_009,8
028115_005,4
033544_007,6
022144_003,2
035771_001,0
017098_009,8
033093_005,4
014622_001,0
023772_008,7
039775_008,7
032173_002,1
005691_002,1
037134_002,1
015171_003,2
006312_002,1
018967_003,2
036879_001,0
031377_001,0
009408_001,0
034181_001,0
023845_007,6
026025_001,0
029995_001,0
021590_007,6
004216_001,0
022430_006,5
025174_003,2
019271_005,4
034804_001,0
025747_003,2
026883_006,5
000113_003,2
008379_006,5
016487_001,0
037042_002,1
018335_001,0
011812_006,5
007110_008,7
034798_003,2
011882_001,0
019851_003,2
026281_001,0
004880_002,1
001844_001,0
015359_002,1
034566_005,4
024437_001,0
020209_006,5
034597_001,0
003703_006,5
027241_007,6
006517_006,5
012940_001,0
006311_002,1
011695_006,5
007409_009,8
036575_008,7
036898_006,5
039686_005,4
035094_002,1
020559_002,1
017373_001,0
016139_009,8
032456_003,2
004539_002,1
020003_001,0
007452_007,6
002564_001,0
029895_001,0
039185_003,2
004693_002,1
020960_002,1
026850_004,3
003712_001,0
020328_003,2
039792_008,7
018738_002,1
017338_008,7
004387_006,5
011987_002,1
000832_001,0
028762_001,0
039223_007,6
004100_002,1
004897_005,4
001566_001,0
028314_009,8
016678_007,6
017674_007,6
016063_005,4
002414_009,8
019436_007,6
035861_006,5
028008_009,8
034311_002,1
029375_004,3
032983_002,1
018469_006,5
021403_003,2
039897_003,2
014358_003,2
029642_002,1
037838_001,0
008612_008,7
011955_004,3
020319_006,5
031415_007,6
028449_004,3
038847_001,0
004519_001,0
028023_002,1
010761_001,0
031021_005,4
003099_006,5
035023_007,6
029356_008,7
001110_007,6
013492_006,5
035566_002,1
006195_001,0
007015_003,2
017108_007,6
025627_001,0
034924_002,1
009039_005,4
010991_001,0
011064_001,0
016756_002,1
001605_003,2
026165_002,1
015083_007,6
030024_001,0
023157_001,0
039062_006,5
034142_002,1
028158_003,2
029674_005,4
010593_001,0
000558_001,0
024080_001,0
035590_002,1
030634_008,7
002674_001,0
000232_002,1
005973_002,1
012614_008,7
019617_002,1
008827_003,2
008292_001,0
001124_003,2
017732_004,3
031404_006,5
004755_001,0
037779_003,2
014706_006,5
028185_009,8
010868_001,0
002757_007,6
009446_003,2
035309_002,1
000325_008,7
021233_003,2
023164_006,5
027849_001,0
009184_006,5
008020_001,0
024711_007,6
036715_006,5
005340_003,2
027933_003,2
009790_006,5
019196_001,0
003442_006,5
016785_001,0
028522_003,2
037301_006,5
007085_002,1
025469_005,4
007551_007,6
010195_001,0
030656_003,2
035911_006,5
029176_001,0
012605_006,5
020197_003,2
001607_006,5
012784_001,0
004295_003,2
028995_006,5
031409_002,1
001825_006,5
032744_001,0
000797_001,0
026321_001,0
030986_003,2
002164_002,1
005029_009,8
024454_006,5
037012_001,0
011160_005,4
009260_005,4
019841_003,2
006298_009,8
031501_001,0
007114_002,1
025478_006,5
024976_006,5
012073_005,4
031420_006,5
003285_001,0
022261_005,4
017489_001,0
018894_001,0
024798_005,4
039680_006,5
005170_003,2
029928_001,0
003208_002,1
013849_002,1
027475_007,6
021900_006,5
033552_007,6
031492_004,3
000056_004,3
000990_002,1
010347_005,4
013760_003,2
009594_009,8
003179_001,0
033779_006,5
025743_005,4
020316_001,0
034091_002,1
023000_002,1
013386_002,1
018239_007,6
021039_002,1
003238_002,1
029781_004,3
007461_003,2
034844_007,6
004134_008,7
015881_002,1
000972_004,3
000366_001,0
034255_007,6
030007_009,8
007749_006,5
031508_001,0
010879_005,4
002879_002,1
023334_009,8
032946_004,3
015435_001,0
016357_006,5
026548_001,0
024685_002,1
003411_008,7
014955_002,1
001676_009,8
008991_001,0
028225_009,8
038614_003,2
034330_001,0
030674_007,6
025386_003,2
023179_003,2
001008_001,0
023378_003,2
017548_009,8
039109_002,1
032053_009,8
024677_005,4
033194_006,5
024893_002,1
008715_007,6
036012_001,0
001582_001,0
003763_007,6
023329_002,1
014545_005,4
021354_007,6
014272_006,5
018235_002,1
037185_001,0
005288_006,5
033456_004,3
036209_002,1
009536_002,1
023197_001,0
011344_001,0
003338_001,0
006855_007,6
027097_002,1
018900_001,0
000632_001,0
004845_001,0
033353_005,4
035536_004,3
038759_006,5
038728_006,5
021308_004,3
014431_002,1
012037_002,1
033796_003,2
014201_002,1
027382_005,4
035630_001,0
035833_001,0
036633_003,2
033113_006,5
035092_001,0
013778_001,0
026304_002,1
039763_005,4
014989_009,8
018252_001,0
010180_008,7
032346_001,0
032352_006,5
037674_001,0
031806_007,6
031401_005,4
001664_006,5
032107_001,0
005270_003,2
012995_001,0
023160_003,2
006391_007,6
037473_009,8
036676_007,6
014866_001,0
005741_001,0
014583_005,4
012405_002,1
013411_001,0
027767_005,4
029951_002,1
014539_003,2
034683_004,3
006278_001,0
039688_006,5
035596_001,0
031616_006,5
011578_007,6
020282_002,1
039465_008,7
001720_009,8
006170_002,1
002780_001,0
013340_009,8
025068_005,4
002257_002,1
003467_001,0
006102_001,0
020018_006,5
028220_002,1
038893_001,0
023103_002,1
008947_009,8
009606_001,0
023570_001,0
011517_002,1
008454_001,0
037097_001,0
034199_006,5
018437_002,1
009306_006,5
020143_002,1
018793_002,1
017609_001,0
024082_001,0
000631_002,1
036696_009,8
029344_005,4
015948_001,0
010929_005,4
018272_001,0
010608_001,0
021723_007,6
033394_003,2
022834_001,0
000084_002,1
011696_009,8
011145_002,1
027250_006,5
010173_005,4
034731_002,1
006343_007,6
028546_001,0
006928_008,7
016197_009,8
024472_005,4
017109_001,0
012286_007,6
022734_008,7
013893_009,8
038878_006,5
011287_001,0
039261_009,8
016822_006,5
004609_002,1
014239_002,1
032489_002,1
011295_003,2
031908_009,8
006711_005,4
024750_008,7
027568_002,1
001042_002,1
019410_004,3
021595_006,5
012804_008,7
023625_001,0
021830_009,8
010697_006,5
022197_002,1
039186_007,6
016135_005,4
011297_002,1
035072_001,0
015016_002,1
014948_001,0
026623_007,6
011809_006,5
038677_003,2
029171_002,1
016373_002,1
021010_001,0
027937_001,0
010399_009,8
014251_003,2
037650_006,5
010102_002,1
004803_008,7
001000_007,6
008555_006,5
038162_006,5
031881_002,1
010495_002,1
008113_008,7
024073_006,5
001961_001,0
020083_002,1
031406_002,1
032602_001,0
030238_003,2
032557_001,0
001941_006,5
015991_005,4
002729_001,0
009566_006,5
016828_003,2
032413_006,5
006859_007,6
038420_007,6
015416_001,0
011793_001,0
019147_003,2
039051_007,6
034755_005,4
030339_009,8
024910_001,0
039681_001,0
030945_001,0
026207_008,7
024122_001,0
011647_004,3
004261_009,8
036852_006,5
009654_005,4
034869_002,1
011305_002,1
032391_003,2
014404_007,6
008306_001,0
035593_002,1
008987_001,0
019109_001,0
033462_005,4
019555_008,7
018566_002,1
003047_008,7
000351_007,6
014297_001,0
002006_003,2
036466_001,0
011530_005,4
029146_005,4
011365_001,0
014155_007,6
014117_005,4
034677_002,1
019631_006,5
033121_008,7
025402_001,0
006961_003,2
030210_003,2
013877_001,0
000345_001,0
007812_006,5
039487_006,5
003127_002,1
001345_007,6
032710_006,5
028781_008,7
035671_001,0
032553_005,4
002560_001,0
021337_003,2
001277_007,6
017657_003,2
003626_008,7
020279_006,5
034313_007,6
002472_002,1
033679_003,2
002364_004,3
034362_002,1
028081_005,4
016993_001,0
008023_005,4
016905_005,4
014310_006,5
012362_007,6
023532_006,5
019718_006,5
028444_002,1
028778_001,0
001365_001,0
020161_006,5
016911_001,0
018916_001,0
039934_001,0
038128_002,1
009556_005,4
010648_002,1
008137_009,8
037689_001,0
009380_005,4
000548_009,8
026066_002,1
006745_001,0
001750_006,5
013879_003,2
035013_001,0
017342_006,5
009541_002,1
032825_001,0
007692_007,6
013702_003,2
037703_008,7
006154_002,1
020886_001,0
009026_007,6
024536_008,7
036258_007,6
031769_001,0
019270_005,4
034975_008,7
029542_003,2
011078_001,0
031735_003,2
033990_001,0
020548_001,0
022132_007,6
023224_007,6
039026_008,7
001392_001,0
020249_001,0
019278_001,0
029457_003,2
001244_001,0
020568_002,1
026930_006,5
017409_006,5
022425_009,8
028033_001,0
036793_002,1
006327_002,1
001074_001,0
019628_009,8
018848_007,6
016454_006,5
002314_004,3
000398_005,4
039709_003,2
004128_001,0
035878_007,6
029235_001,0
013049_007,6
008215_005,4
024091_002,1
018481_001,0
027450_001,0
025825_006,5
005405_001,0
037999_007,6
039228_007,6
034672_002,1
004474_008,7
008332_002,1
024574_002,1
025504_006,5
011506_009,8
009013_006,5
018856_005,4
015985_007,6
009958_002,1
009225_003,2
032387_001,0
022242_005,4
023228_008,7
022549_003,2
029056_002,1
001506_006,5
036447_001,0
035223_002,1
033191_006,5
038641_001,0
001429_005,4
037151_006,5
010488_001,0
009995_001,0
024567_007,6
007505_002,1
039440_008,7
011790_006,5
004114_004,3
011854_007,6
002672_005,4
004508_002,1
019893_007,6
031466_009,8
026337_002,1
037686_006,5
035340_002,1
030456_008,7
033486_005,4
028819_008,7
012676_007,6
006229_001,0
025343_007,6
007974_008,7
034480_005,4
028387_006,5
000178_001,0
035923_006,5
000741_006,5
032360_006,5
028791_002,1
023675_005,4
028769_002,1
027121_008,7
018199_004,3
001903_002,1
038802_005,4
025538_008,7
004698_006,5
032583_007,6
020156_001,0
015067_002,1
021718_003,2
033982_001,0
034618_006,5
031402_006,5
025895_008,7
037523_007,6
020361_002,1
038442_008,7
021879_002,1
026018_006,5
005905_001,0
003988_001,0
011283_002,1
021192_002,1
018546_001,0
028218_005,4
002801_001,0
032381_002,1
035466_006,5
037766_006,5
034211_005,4
015843_009,8
035706_006,5
021455_002,1
031765_001,0
021412_002,1
039639_001,0
035972_006,5
022341_005,4
012552_006,5
009403_001,0
007627_002,1
008723_001,0
006194_006,5
037474_006,5
013682_003,2
019733_006,5
012344_001,0
012901_002,1
030526_001,0
034689_006,5
034953_001,0
006225_007,6
029609_009,8
004680_006,5
010003_006,5
019344_007,6
033876_001,0
029414_005,4
015679_009,8
022149_009,8
001845_002,1
000486_001,0
037593_002,1
007725_004,3
023100_005,4
005678_003,2
038465_001,0
019227_002,1
013751_001,0
038173_001,0
007727_009,8
003992_001,0
013307_002,1
017462_002,1
035716_007,6
005585_004,3
039495_005,4
002483_003,2
016716_001,0
036705_004,3
015234_001,0
016577_002,1
035388_007,6
036772_006,5
009079_009,8
009710_001,0
013469_002,1
028233_006,5
018022_006,5
011669_005,4
009124_005,4
025968_003,2
032735_008,7
014088_008,7
029769_005,4
018202_009,8
030025_005,4
027510_006,5
030496_001,0
012706_008,7
029794_002,1
004496_008,7
032483_006,5
027778_005,4
028234_001,0
015737_002,1
013056_008,7
022597_001,0
001379_001,0
033308_001,0
005148_005,4
030296_009,8
013909_009,8
006273_003,2
006027_005,4
016582_005,4
030417_009,8
011456_003,2
012183_006,5
018178_001,0
037150_003,2
000316_006,5
015551_009,8
008013_001,0
014363_001,0
002378_009,8
027230_002,1
038861_001,0
005459_001,0
028403_004,3
016114_001,0
005221_006,5
005579_007,6
027414_005,4
031567_003,2
028750_005,4
038475_001,0
026223_002,1
029718_001,0
023034_001,0
001608_001,0
012321_004,3
006862_001,0
026124_005,4
037662_001,0
024289_002,1
028207_005,4
005428_005,4
038221_002,1
035849_002,1
038870_006,5
010286_001,0
036244_009,8
037749_006,5
029402_006,5
027135_001,0
037492_008,7
020896_001,0
031633_001,0
021156_001,0
038027_006,5
022228_002,1
030620_002,1
029843_005,4
034451_002,1
008611_009,8
037479_007,6
001618_002,1
003637_006,5
011932_008,7
014901_003,2
001463_001,0
003408_003,2
004713_001,0
027320_008,7
039294_002,1
000419_001,0
004785_009,8
015230_002,1
025580_001,0
035961_002,1
005111_001,0
037113_008,7
018115_006,5
008677_007,6
008380_005,4
026382_003,2
031013_001,0
004906_005,4
039118_001,0
022027_003,2
012486_006,5
013564_008,7
027692_001,0
033911_006,5
004732_004,3
010775_009,8
016549_001,0
030094_002,1
018616_002,1
003963_001,0
013758_001,0
017043_009,8
015293_003,2
031075_003,2
010419_005,4
006903_005,4
036614_006,5
036106_001,0
036678_008,7
008710_008,7
001350_009,8
029974_006,5
000202_002,1
034048_005,4
028428_002,1
037763_007,6
028687_002,1
006184_007,6
032994_001,0
001121_006,5
002614_001,0
024785_009,8
013133_001,0
039046_001,0
001766_002,1
000208_003,2
019094_004,3
001800_002,1
000927_002,1
026608_001,0
028798_008,7
017705_008,7
009991_001,0
005273_003,2
012320_008,7
031925_005,4
004975_008,7
023114_006,5
015418_003,2
013500_008,7
028365_008,7
001359_007,6
006037_001,0
008816_002,1
023001_008,7
013112_003,2
001203_003,2
015629_002,1
010214_001,0
004084_005,4
016050_001,0
010837_001,0
010666_001,0
019590_001,0
001181_009,8
001421_003,2
027310_006,5
026024_005,4
009325_007,6
020604_001,0
014230_006,5
018375_002,1
021176_001,0
003139_006,5
037034_001,0
035811_001,0
029943_008,7
031914_005,4
028882_002,1
024563_001,0
019232_006,5
015007_008,7
004599_006,5
017165_002,1
035949_006,5
006205_005,4
024198_005,4
021674_009,8
026171_006,5
039905_002,1
006498_003,2
034115_001,0
031298_001,0
038708_001,0
033811_003,2
016623_001,0
035753_005,4
015973_002,1
027896_006,5
030250_002,1
029907_004,3
016004_002,1
028231_006,5
018815_003,2
003624_002,1
013591_006,5
015398_001,0
033125_009,8
005067_003,2
021623_007,6
032724_001,0
000536_002,1
020817_005,4
016267_002,1
014124_001,0
004762_005,4
032502_005,4
030754_002,1
001840_001,0
010720_001,0
003497_006,5
020216_005,4
036086_006,5
037866_005,4
033185_002,1
021665_009,8
022455_002,1
026455_002,1
005030_008,7
013536_001,0
024996_008,7
019293_005,4
014010_001,0
017934_007,6
005002_006,5
032818_002,1
011226_003,2
036449_001,0
025199_001,0
036238_001,0
012603_005,4
030827_002,1
009427_004,3
008667_005,4
012938_001,0
018179_008,7
030618_002,1
031627_005,4
021980_007,6
013982_004,3
025398_008,7
000987_001,0
033917_001,0
002079_004,3
020634_005,4
011564_002,1
013199_006,5
027883_002,1
018592_007,6
024828_006,5
037040_002,1
036008_002,1
033034_003,2
032380_001,0
012493_007,6
020515_004,3
023838_008,7
010953_001,0
004081_001,0
002418_002,1
002404_002,1
029478_001,0
004166_002,1
021057_006,5
030338_001,0
003906_001,0
005213_005,4
021139_003,2
035197_008,7
034290_002,1
022655_005,4
015864_009,8
016894_001,0
002078_001,0
022914_006,5
022886_002,1
030429_008,7
013632_005,4
005168_008,7
004386_004,3
004381_008,7
011080_003,2
004939_009,8
003391_006,5
031660_002,1
021384_004,3
013059_006,5
034410_001,0
035522_009,8
023112_006,5
019536_004,3
025951_006,5
035491_007,6
010453_008,7
000151_007,6
029247_002,1
020290_001,0
029121_007,6
039080_005,4
009332_008,7
039645_003,2
036677_001,0
024121_009,8
035120_002,1
018044_001,0
030195_008,7
024977_001,0
012914_001,0
007108_002,1
018422_001,0
019577_002,1
028939_004,3
010353_006,5
023568_002,1
020880_002,1
021981_006,5
023232_001,0
015208_002,1
031615_001,0
031344_007,6
005016_007,6
023723_007,6
029456_009,8
039504_003,2
033757_008,7
036566_005,4
002977_001,0
005842_005,4
022791_002,1
022209_001,0
001737_006,5
033317_003,2
002322_004,3
020897_001,0
012813_002,1
004533_002,1
012447_006,5
018654_001,0
011265_002,1
037894_005,4
039396_003,2
021983_006,5
019717_002,1
001397_001,0
001809_001,0
027968_007,6
039266_007,6
021793_006,5
005565_008,7
025787_005,4
020028_006,5
015759_002,1
037304_001,0
006950_001,0
034263_001,0
023969_002,1
029373_001,0
003636_006,5
028975_005,4
015116_001,0
016937_002,1
000344_001,0
039556_005,4
036716_002,1
011431_002,1
003953_001,0
008603_009,8
030324_006,5
018624_001,0
002533_006,5
025375_007,6
034430_007,6
026126_009,8
029295_003,2
035699_009,8
003513_001,0
037947_002,1
000028_009,8
003117_009,8
008072_005,4
012871_006,5
027991_001,0
027311_001,0
031195_001,0
036947_007,6
000452_002,1
015780_008,7
012453_002,1
022182_002,1
038979_007,6
032742_002,1
011015_002,1
034906_001,0
003760_001,0
015909_006,5
034885_009,8
000836_002,1
039325_008,7
020635_007,6
014253_009,8
033441_002,1
013250_002,1
019449_009,8
012065_008,7
038427_007,6
003847_006,5
009642_003,2
034163_006,5
029466_006,5
001508_002,1
030641_001,0
005627_001,0
028139_005,4
031530_002,1
011964_006,5
007467_001,0
025584_004,3
020151_005,4
005962_005,4
024625_001,0
032183_002,1
022662_007,6
004354_002,1
017018_001,0
034469_008,7
017831_002,1
018942_002,1
010280_004,3
016347_002,1
037407_001,0
002986_009,8
010055_008,7
009784_002,1
008029_008,7
022901_006,5
022708_003,2
031850_003,2
013570_002,1
020929_001,0
012173_006,5
008640_001,0
020532_005,4
000985_001,0
029297_003,2
022434_001,0
019970_009,8
029549_006,5
039144_001,0
024965_001,0
025989_006,5
017310_001,0
008502_001,0
023932_001,0
022372_002,1
037803_009,8
009893_007,6
002433_008,7
023321_004,3
004297_006,5
004737_007,6
013829_009,8
017794_001,0
035110_009,8
019518_003,2
014063_001,0
031638_002,1
027717_008,7
009771_001,0
030093_007,6
034936_002,1
017976_001,0
035691_005,4
025905_006,5
002402_005,4
034946_006,5
023412_003,2
023935_006,5
030193_003,2
018435_002,1
015587_002,1
017341_003,2
032961_008,7
037923_005,4
028916_003,2
032908_007,6
002114_006,5
031170_001,0
001482_008,7
030392_006,5
023184_002,1
000646_009,8
018804_009,8
011341_002,1
033271_002,1
019392_001,0
015641_001,0
026034_005,4
000037_001,0
036938_005,4
008050_002,1
010332_002,1
025996_001,0
032073_008,7
023421_005,4
029347_009,8
033559_002,1
037723_009,8
013620_001,0
025525_008,7
011694_008,7
005041_008,7
003525_009,8
011104_009,8
034922_006,5
002931_002,1
023110_001,0
028488_003,2
032901_003,2
020523_006,5
029353_004,3
016039_001,0
034767_006,5
005731_006,5
038426_001,0
004538_001,0
015707_003,2
011092_001,0
011966_001,0
037088_002,1
020656_002,1
031989_002,1
023449_003,2
008346_007,6
039737_002,1
003908_001,0
012392_007,6
030738_001,0
019465_002,1
004458_006,5
028495_005,4
007019_007,6
001901_002,1
011892_006,5
033128_007,6
001130_008,7
002655_007,6
012011_001,0
018812_009,8
013928_001,0
028438_005,4
018382_001,0
023009_008,7
022777_002,1
032926_006,5
027987_002,1
038840_005,4
014416_005,4
012451_003,2
035418_001,0
004871_001,0
005661_001,0
027928_003,2
032539_005,4
031302_002,1
010961_006,5
028626_006,5
012956_005,4
023413_001,0
025494_009,8
012216_002,1
033417_006,5
018173_006,5
037987_009,8
025188_002,1
017432_007,6
002000_001,0
010592_001,0
001873_001,0
034968_007,6
021735_002,1
012903_003,2
011227_002,1
020239_001,0
014468_001,0
020658_006,5
037758_006,5
009978_002,1
039049_001,0
033673_008,7
004049_003,2
018742_006,5
035085_006,5
035012_001,0
011159_008,7
025930_008,7
024610_005,4
018064_001,0
010669_001,0
012345_005,4
015147_006,5
023315_007,6
009107_001,0
029591_007,6
010436_008,7
013921_006,5
039656_007,6
018241_006,5
000111_006,5
039854_007,6
004882_007,6
018989_004,3
003564_007,6
016871_009,8
029732_001,0
001931_009,8
001272_006,5
033398_001,0
004040_001,0
017881_001,0
020747_006,5
024011_001,0
019394_007,6
035842_003,2
019170_001,0
027272_002,1
009933_008,7
024627_006,5
014532_001,0
035193_001,0
039380_003,2
021708_002,1
034236_001,0
021415_001,0
025261_006,5
023644_008,7
005787_007,6
035328_006,5
007023_001,0
004369_001,0
033545_003,2
010190_008,7
016390_002,1
018060_005,4
001172_001,0
025005_002,1
039197_005,4
012378_005,4
026584_002,1
017023_002,1
023109_003,2
003570_009,8
006015_002,1
027605_003,2
006706_006,5
033901_004,3
032545_002,1
039756_001,0
000004_008,7
035665_001,0
014405_006,5
032620_008,7
034511_004,3
026541_007,6
012404_001,0
012680_009,8
012788_001,0
024409_002,1
000332_001,0
032015_003,2
010499_005,4
015998_001,0
022294_002,1
012746_008,7
002968_003,2
029790_008,7
013105_009,8
000177_009,8
038601_005,4
033885_009,8
015568_001,0
013606_001,0
003440_005,4
021087_005,4
037377_005,4
034276_002,1
014682_005,4
037927_006,5
037063_002,1
001246_001,0
000255_006,5
022853_001,0
038666_003,2
038793_008,7
033457_006,5
027200_007,6
009689_007,6
004356_009,8
008170_005,4
037851_002,1
032506_001,0
024066_005,4
023062_002,1
014709_005,4
032354_007,6
017757_002,1
005993_003,2
033080_001,0
033530_003,2
014859_008,7
020219_004,3
027027_008,7
038175_007,6
017755_001,0
025336_005,4
009830_006,5
009083_001,0
036874_009,8
036458_002,1
020789_006,5
028726_004,3
013559_006,5
030687_001,0
009757_006,5
011043_001,0
003692_001,0
035497_002,1
016420_007,6
022682_007,6
021372_003,2
033685_001,0
022230_002,1
022958_004,3
000561_001,0
029788_002,1
001467_008,7
035148_002,1
029217_002,1
034773_001,0
035359_002,1
004163_001,0
011321_002,1
003237_001,0
036804_006,5
035089_003,2
007372_002,1
017086_003,2
033588_009,8
039943_002,1
003691_009,8
000454_008,7
013132_006,5
018749_001,0
004465_008,7
027996_004,3
029725_001,0
036480_004,3
028134_005,4
031803_001,0
028168_006,5
038531_003,2
004936_006,5
026689_002,1
022195_006,5
038190_001,0
014993_001,0
022660_007,6
024353_001,0
008935_003,2
008892_006,5
033372_002,1
002803_009,8
015692_001,0
013515_001,0
021671_008,7
019154_006,5
003562_001,0
023787_006,5
014684_005,4
002482_001,0
038116_002,1
019603_002,1
023142_001,0
004812_007,6
009140_005,4
009304_006,5
029443_001,0
032386_002,1
034872_006,5
007178_002,1
031792_005,4
007932_008,7
004321_007,6
039776_001,0
033659_007,6
009633_006,5
029386_009,8
012203_003,2
024552_003,2
032244_001,0
026087_001,0
009220_006,5
006409_001,0
030352_001,0
013676_006,5
003704_006,5
004674_005,4
039163_005,4
028759_002,1
033741_001,0
028625_002,1
007057_009,8
005201_003,2
030922_009,8
006386_003,2
038272_002,1
016727_008,7
000237_005,4
001906_001,0
002351_006,5
008048_006,5
004956_001,0
